2014/03/03,car,910.07
2014/02/11,groceries,363.28
2014/10/01,electricity,328.14
2014/08/27,car,422.77
2014/09/28,internet,116.34
2014/10/20,groceries,314.1
2014/08/30,car,796.76
2014/02/08,car,731.85
2014/02/23,electricity,428.05
2014/02/17,gas,362.5
2014/06/11,internet,78.56
2014/01/15,gas,331.83
2014/06/06,internet,439.5
2014/05/11,rent,289.67
2014/12/05,computer,462.8
2014/10/19,gas,226.57
2014/12/13,internet,357.02
2014/08/17,computer,733.21
2014/07/26,taxes,652.42
2014/06/12,groceries,901.75
2014/05/06,internet,702.06
2014/06/07,electricity,986.28
2014/07/09,car,2.17
2014/02/19,computer,707.73
2014/12/11,rent,159.53
2014/01/09,rent,234.37
2014/03/14,taxes,508.22
2014/04/21,computer,280.45
2014/10/31,taxes,68.41
2014/04/25,groceries,939.47
2014/07/22,groceries,267.34
2014/04/27,rent,161.87
2014/08/01,electricity,110.75
2014/12/05,internet,664.69
2014/05/07,car,42.55
2014/08/02,electricity,349.06
2014/12/22,computer,784.02
2014/08/20,gas,434.07
2014/10/09,gas,959.8
2014/05/06,taxes,786.91
2014/12/06,car,238.31
2014/01/11,rent,742.61
2014/09/02,car,216.91
2014/09/19,internet,824.49
2014/02/12,car,26.13
2014/11/17,electricity,571.18
2014/01/26,gas,10.88
2014/08/20,groceries,378.78
2014/11/25,internet,246.86
2014/03/31,taxes,218.62
2014/08/11,electricity,683.85
2014/03/28,computer,991.61
2014/01/04,rent,471.42
2014/12/28,rent,440.38
2014/08/14,gas,350.66
2014/04/18,rent,127.05
2014/01/20,rent,704.57
2014/10/26,computer,278.35
2014/10/21,groceries,2.27
2014/12/14,computer,936.3
2014/02/10,computer,483.29
2014/06/16,gas,80.89
2014/03/14,computer,279.68
2014/08/18,car,315.61
2014/01/21,internet,19.11
2014/09/26,rent,545.13
2014/11/14,gas,781.77
2014/06/03,rent,400.38
2014/07/26,internet,70.77
2014/05/01,car,165.17
2014/06/19,internet,908.34
2014/02/09,rent,674.56
2014/11/22,taxes,980.25
2014/04/06,groceries,240.55
2014/10/23,car,845.84
2014/10/29,rent,629.44
2014/06/26,rent,21.68
2014/05/07,computer,588.54
2014/03/13,taxes,378.83
2014/02/28,computer,379.41
2014/06/08,internet,896.53
2014/05/12,car,311.62
2014/02/11,rent,753.73
2014/09/23,internet,834.9
2014/12/28,rent,862.23
2014/04/03,internet,398.59
2014/04/17,car,834.48
2014/03/04,taxes,943.58
2014/10/26,gas,603.39
2014/06/01,taxes,583.13
2014/04/04,groceries,270.95
2014/02/24,electricity,141.04
2014/10/31,computer,545.39
2014/04/13,gas,747.67
2014/05/04,groceries,351.26
2014/06/24,electricity,500.43
2014/06/28,electricity,869.97
2014/09/23,rent,243.88
2014/06/03,computer,628.03
2014/01/15,electricity,138.48
2014/02/19,rent,20.51
2014/05/02,internet,802.4
2014/09/05,electricity,296.36
2014/04/13,car,220.81
2014/06/20,groceries,982.02
2014/02/13,electricity,225.25
2014/01/20,groceries,657.64
2014/04/09,taxes,414.9
2014/06/14,taxes,86.39
2014/10/15,gas,793.5
2014/08/29,electricity,828.74
2014/02/15,taxes,862.28
2014/09/20,internet,528.29
2014/07/13,computer,280.73
2014/11/25,electricity,149.74
2014/01/13,gas,684.23
2014/07/06,car,180.23
2014/04/21,taxes,639.7
2014/05/26,rent,506.37
2014/03/29,gas,696.08
2014/11/25,car,667.57
2014/02/04,internet,825.07
2014/04/21,gas,14.6
2014/05/04,rent,385.42
2014/06/19,taxes,4.75
2014/12/21,electricity,829.28
2014/05/18,taxes,215.03
2014/12/31,computer,307.91
2014/11/08,groceries,404.02
2014/08/11,electricity,841.68
2014/08/22,electricity,93.7
2014/09/26,computer,871.82
2014/06/22,computer,145.88
2014/12/07,groceries,492.86
2014/09/06,computer,883.67
2014/11/24,electricity,18.71
2014/05/27,taxes,647.79
2014/07/13,groceries,416.6
2014/10/26,electricity,708.13
2014/11/30,car,562.29
2014/03/19,rent,83.3
2014/02/04,groceries,850.93
2014/12/16,taxes,700.92
2014/08/16,car,921.38
2014/12/28,car,88.56
2014/04/01,internet,708.09
2014/05/10,gas,284.5
2014/09/01,taxes,675.11
2014/07/26,car,246.25
2014/11/09,gas,469.86
2014/09/07,gas,797.8
2014/05/17,electricity,779.69
2014/05/30,electricity,159.21
2014/12/16,gas,409.95
2014/02/13,electricity,648.15
2014/08/15,internet,415.91
2014/03/28,groceries,16.86
2014/12/01,taxes,9.91
2014/11/27,internet,611.39
2014/12/31,rent,285.38
2014/12/28,taxes,616.92
2014/06/03,car,17.52
2014/03/30,groceries,823.48
2014/10/17,gas,740.47
2014/05/25,electricity,833.45
2014/03/10,computer,398.78
2014/12/01,taxes,394.31
2014/06/18,gas,419.57
2014/05/26,car,519.19
2014/11/12,computer,454.81
2014/09/24,groceries,431.26
2014/12/20,groceries,63.72
2014/07/27,electricity,796.02
2014/05/10,gas,614.45
2014/09/12,gas,584.81
2014/10/09,gas,914.57
2014/03/01,gas,621.97
2014/03/28,internet,871.31
2014/06/25,rent,22.8
2014/03/27,taxes,535.92
2014/10/31,car,426.43
2014/04/05,electricity,510.67
2014/11/11,car,2.45
2014/07/07,internet,62.19
2014/10/22,computer,477.39
2014/10/20,internet,667.23
2014/03/27,car,940.77
2014/01/01,computer,757.13
2014/04/09,electricity,485.42
2014/06/07,computer,369
2014/12/23,electricity,84.07
2014/09/13,gas,364.65
2014/10/18,internet,758.27
2014/03/02,gas,55.56
2014/05/31,groceries,546.52
2014/04/30,car,51.07
2014/05/25,taxes,999.02
2014/04/17,computer,110.65
2014/09/01,internet,624.92
2014/08/10,internet,774.17
2014/04/10,internet,586.9
2014/10/07,rent,719.71
2014/03/12,computer,903.81
2014/01/16,internet,669.43
2014/04/03,taxes,896.54
2014/11/01,electricity,352
2014/04/02,rent,739.89
2014/05/08,car,517.29
2014/07/24,gas,895.36
2014/06/07,computer,375.27
2014/01/03,gas,258.71
2014/06/02,taxes,547.81
2014/02/23,gas,912.53
2014/09/30,groceries,737.28
2014/07/09,gas,9.56
2014/07/21,car,750.17
2014/07/13,electricity,94.75
2014/06/27,computer,294.46
2014/05/30,internet,905.5
2014/07/06,car,484.3
2014/04/04,electricity,655.1
2014/12/07,computer,231.9
2014/10/31,computer,26.01
2014/11/14,groceries,540.73
2014/03/02,groceries,580.65
2014/12/26,taxes,101.88
2014/01/12,rent,278.59
2014/11/06,internet,861.81
2014/01/08,computer,992.88
2014/01/10,internet,310.27
2014/12/31,electricity,803.17
2014/02/03,rent,923.96
2014/12/08,gas,852.13
2014/12/02,internet,400.12
2014/02/27,groceries,360.03
2014/12/21,electricity,285.26
2014/01/03,computer,162.94
2014/05/20,gas,221.46
2014/02/26,electricity,766.56
2014/06/30,car,26.29
2014/07/31,computer,271.79
2014/08/12,car,33.98
2014/10/10,gas,742.72
2014/06/13,groceries,754.75
2014/06/27,taxes,252.2
2014/06/17,gas,766.42
2014/01/17,gas,287.32
2014/08/02,computer,505.26
2014/05/30,computer,743.98
2014/10/12,rent,51.58
2014/02/16,computer,938.94
2014/10/12,car,245.75
2014/09/29,electricity,954.39
2014/09/11,groceries,270.38
2014/07/17,gas,975.31
2014/06/15,groceries,800.53
2014/09/15,rent,838.63
2014/11/12,groceries,671.37
2014/07/08,groceries,774.21
2014/12/26,rent,817.4
2014/01/06,gas,755.09
2014/04/22,electricity,683.86
2014/01/20,taxes,196.16
2014/01/30,rent,942.32
2014/03/23,groceries,138.18
2014/01/18,groceries,813.2
2014/08/26,groceries,956.26
2014/03/05,computer,620.12
2014/02/21,groceries,947.25
2014/05/25,internet,996.16
2014/05/08,car,527.08
2014/11/11,rent,913.32
2014/10/07,computer,834.62
2014/05/16,taxes,2.4
2014/05/07,car,158.92
2014/11/01,rent,423.43
2014/10/26,gas,129.26
2014/09/21,groceries,394.57
2014/01/20,taxes,116.31
2014/02/01,car,810.34
2014/11/12,groceries,854.33
2014/05/16,taxes,705.26
2014/12/25,groceries,210.84
2014/03/16,gas,535.32
2014/10/01,car,88.26
2014/05/17,electricity,853.26
2014/01/26,electricity,161.08
2014/06/06,groceries,301.57
2014/07/20,gas,37.84
2014/06/07,car,404.55
2014/03/10,gas,228.81
2014/09/12,computer,234.01
2014/09/03,rent,220.79
2014/07/09,internet,85.16
2014/12/21,taxes,968.78
2014/10/08,taxes,125.68
2014/11/10,car,151.94
2014/10/21,internet,973.72
2014/08/17,rent,785.59
2014/08/15,rent,83.41
2014/11/20,gas,893.13
2014/09/11,taxes,40.55
2014/03/09,groceries,316.39
